物件名,住所,アクセス,最寄駅1,最寄駅1からの時間(分),最寄駅2,最寄駅2からの時間(分),最寄駅3,最寄駅3からの時間(分),築年数(年),建物の階数,階数,家賃(円),管理費(円),敷金(円),礼金(円),間取り,面積(m2)
第７高橋ビル,東京都大田区羽田旭町, 京急空港線/天空橋駅 歩5分 東京モノレール/天空橋駅 歩5分 東京モノレール/整備場駅 歩6分 ,京急空港線/天空橋駅駅,5,東京モノレール/天空橋駅駅,5,東京モノレール/整備場駅駅,6,48,10,5,77000,7000,77000,77000,1DK,34.6
第７高橋ビル,東京都大田区羽田旭町, 京急空港線/天空橋駅 歩5分 東京モノレール/天空橋駅 歩5分 東京モノレール/整備場駅 歩6分 ,京急空港線/天空橋駅駅,5,東京モノレール/天空橋駅駅,5,東京モノレール/整備場駅駅,6,48,10,6,78000,7000,78000,78000,1DK,34.6
第７高橋ビル,東京都大田区羽田旭町, 京急空港線/天空橋駅 歩5分 東京モノレール/天空橋駅 歩5分 東京モノレール/整備場駅 歩6分 ,京急空港線/天空橋駅駅,5,東京モノレール/天空橋駅駅,5,東京モノレール/整備場駅駅,6,48,10,4,78000,7000,78000,78000,1K,34.6
第７高橋ビル,東京都大田区羽田旭町, 京急空港線/天空橋駅 歩5分 東京モノレール/天空橋駅 歩5分 東京モノレール/整備場駅 歩6分 ,京急空港線/天空橋駅駅,5,東京モノレール/天空橋駅駅,5,東京モノレール/整備場駅駅,6,48,10,7,78000,7000,78000,78000,1K,34.6
第７高橋ビル,東京都大田区羽田旭町, 京急空港線/天空橋駅 歩5分 東京モノレール/天空橋駅 歩5分 東京モノレール/整備場駅 歩6分 ,京急空港線/天空橋駅駅,5,東京モノレール/天空橋駅駅,5,東京モノレール/整備場駅駅,6,48,10,7,78000,7000,78000,78000,1DK,34.6
第７高橋ビル,東京都大田区羽田旭町, 京急空港線/天空橋駅 歩5分 東京モノレール/天空橋駅 歩5分 東京モノレール/整備場駅 歩6分 ,京急空港線/天空橋駅駅,5,東京モノレール/天空橋駅駅,5,東京モノレール/整備場駅駅,6,48,10,10,80000,7000,80000,80000,1K,34.6
第７高橋ビル,東京都大田区羽田旭町, 京急空港線/天空橋駅 歩5分 東京モノレール/天空橋駅 歩5分 東京モノレール/整備場駅 歩6分 ,京急空港線/天空橋駅駅,5,東京モノレール/天空橋駅駅,5,東京モノレール/整備場駅駅,6,48,10,10,80000,7000,80000,80000,1DK,34.6
ハイタウン池上No.3,東京都大田区池上３, 東急池上線/池上駅 歩6分 東急池上線/千鳥町駅 歩12分 東急多摩川線/武蔵新田駅 歩17分 ,東急池上線/池上駅駅,6,東急池上線/千鳥町駅駅,12,東急多摩川線/武蔵新田駅駅,17,38,5,2,55000,0,0,27500,1K,16.05
ハイタウン池上No.3,東京都大田区池上３, 東急池上線/池上駅 歩6分 東急池上線/千鳥町駅 歩12分 東急多摩川線/武蔵新田駅 歩17分 ,東急池上線/池上駅駅,6,東急池上線/千鳥町駅駅,12,東急多摩川線/武蔵新田駅駅,17,38,5,2,54000,5000,54000,0,1K,16.03
ハイタウン蒲田,東京都大田区蒲田本町２, ＪＲ京浜東北線/蒲田駅 歩8分 京急本線/雑色駅 歩13分 京急本線/京急蒲田駅 歩9分 ,ＪＲ京浜東北線/蒲田駅駅,8,京急本線/雑色駅駅,13,京急本線/京急蒲田駅駅,9,35,4,1,49000,10000,49000,49000,1K,16.56
ハイタウン蒲田,東京都大田区蒲田本町２, ＪＲ京浜東北線/蒲田駅 歩8分 京急本線/雑色駅 歩13分 京急本線/京急蒲田駅 歩9分 ,ＪＲ京浜東北線/蒲田駅駅,8,京急本線/雑色駅駅,13,京急本線/京急蒲田駅駅,9,35,4,1,53700,6300,0,0,1K,16.44
レオパレスＨＡＰＰＩＮＥＳＳV,東京都大田区大森南３, 東京モノレール/昭和島駅 歩16分 京急本線/梅屋敷駅 歩19分  ,東京モノレール/昭和島駅駅,16,京急本線/梅屋敷駅駅,19,,0,16,3,1,80000,7500,0,80000,1K,20.81
レオパレスＨＡＰＰＩＮＥＳＳV,東京都大田区大森南３, 東京モノレール/昭和島駅 歩16分 京急本線/梅屋敷駅 歩19分  ,東京モノレール/昭和島駅駅,16,京急本線/梅屋敷駅駅,19,,0,16,3,1,81000,7500,0,81000,1K,20.81
レオパレスＨＡＰＰＩＮＥＳＳV,東京都大田区大森南３, 東京モノレール/昭和島駅 歩16分 京急本線/梅屋敷駅 歩19分  ,東京モノレール/昭和島駅駅,16,京急本線/梅屋敷駅駅,19,,0,16,3,2,82000,7500,0,82000,1K,20.81
レオパレスＨＡＰＰＩＮＥＳＳV,東京都大田区大森南３, 東京モノレール/昭和島駅 歩16分 京急本線/梅屋敷駅 歩19分  ,東京モノレール/昭和島駅駅,16,京急本線/梅屋敷駅駅,19,,0,16,3,3,83000,7500,0,83000,1K,20.81
レオパレスＨＡＰＰＩＮＥＳＳV,東京都大田区大森南３, 東京モノレール/昭和島駅 歩16分 京急本線/梅屋敷駅 歩19分  ,東京モノレール/昭和島駅駅,16,京急本線/梅屋敷駅駅,19,,0,16,3,2,83000,7500,0,83000,1K,20.81
レオパレスＨＡＰＰＩＮＥＳＳV,東京都大田区大森南３, 東京モノレール/昭和島駅 歩16分 京急本線/梅屋敷駅 歩19分  ,東京モノレール/昭和島駅駅,16,京急本線/梅屋敷駅駅,19,,0,16,3,3,84000,7500,0,84000,1K,20.81
エリュシオン,東京都大田区上池台１, 東急池上線/長原駅 歩1分 東急大井町線/旗の台駅 歩10分 東急目黒線/洗足駅 歩16分 ,東急池上線/長原駅駅,1,東急大井町線/旗の台駅駅,10,東急目黒線/洗足駅駅,16,20,3,3,66000,1000,66000,66000,ワンルーム,17.5
エリュシオン,東京都大田区上池台１, 東急池上線/長原駅 歩1分 東急大井町線/旗の台駅 歩10分 東急目黒線/洗足駅 歩16分 ,東急池上線/長原駅駅,1,東急大井町線/旗の台駅駅,10,東急目黒線/洗足駅駅,16,20,3,3,66000,1000,66000,66000,ワンルーム,17.0
シャルムコ－ト,東京都大田区北馬込２, 都営浅草線/馬込駅 歩4分 東急大井町線/荏原町駅 歩8分 都営浅草線/中延駅 歩11分 ,都営浅草線/馬込駅駅,4,東急大井町線/荏原町駅駅,8,都営浅草線/中延駅駅,11,34,2,2,62000,2000,62000,0,1K,18.0
メゾン馬込,東京都大田区東馬込１, 都営浅草線/馬込駅 歩3分 東急大井町線/荏原町駅 歩15分 ＪＲ横須賀線/西大井駅 歩17分 ,都営浅草線/馬込駅駅,3,東急大井町線/荏原町駅駅,15,ＪＲ横須賀線/西大井駅駅,17,37,3,2,57000,3000,0,0,1K,20.7
メゾン馬込,東京都大田区東馬込１, 都営浅草線/馬込駅 歩3分 東急大井町線/荏原町駅 歩15分 ＪＲ横須賀線/西大井駅 歩17分 ,都営浅草線/馬込駅駅,3,東急大井町線/荏原町駅駅,15,ＪＲ横須賀線/西大井駅駅,17,37,3,3,60000,3000,0,0,1K,20.7
メゾン馬込,東京都大田区東馬込１, 都営浅草線/馬込駅 歩3分 東急大井町線/荏原町駅 歩15分 ＪＲ横須賀線/西大井駅 歩17分 ,都営浅草線/馬込駅駅,3,東急大井町線/荏原町駅駅,15,ＪＲ横須賀線/西大井駅駅,17,37,3,2,65000,3000,0,0,1DK,24.3
メゾン馬込,東京都大田区東馬込１, 都営浅草線/馬込駅 歩3分 東急大井町線/荏原町駅 歩15分 ＪＲ横須賀線/西大井駅 歩17分 ,都営浅草線/馬込駅駅,3,東急大井町線/荏原町駅駅,15,ＪＲ横須賀線/西大井駅駅,17,37,3,2,69000,3000,0,0,1DK,24.3
グレイス多摩川,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩9分 東急多摩川線/武蔵新田駅 歩10分 東急池上線/千鳥町駅 歩19分 ,東急多摩川線/矢口渡駅駅,9,東急多摩川線/武蔵新田駅駅,10,東急池上線/千鳥町駅駅,19,38,4,3,68000,0,0,68000,1DK,24.36
東急池上線 池上駅 3階建 築34年,東京都大田区池上１, 東急池上線/池上駅 歩13分 都営浅草線/西馬込駅 歩18分 東急池上線/蓮沼駅 歩22分 ,東急池上線/池上駅駅,13,都営浅草線/西馬込駅駅,18,東急池上線/蓮沼駅駅,22,34,3,3,133000,0,133000,0,2LDK,48.89
レオパレス日之出,東京都大田区仲池上２, 都営浅草線/西馬込駅 歩13分   ,都営浅草線/西馬込駅駅,13,,0,,0,23,3,2,69000,5500,0,69000,1K,19.87
ヴェルデみなみ,東京都大田区大森南２, 京急本線/梅屋敷駅 歩22分 京急本線/大森町駅 歩24分 東京モノレール/昭和島駅 歩19分 ,京急本線/梅屋敷駅駅,22,京急本線/大森町駅駅,24,東京モノレール/昭和島駅駅,19,9,4,3,84000,7200,84000,0,1K,29.9
ヴェルデみなみ,東京都大田区大森南２, 京急本線/梅屋敷駅 歩22分 京急本線/大森町駅 歩24分 東京モノレール/昭和島駅 歩19分 ,京急本線/梅屋敷駅駅,22,京急本線/大森町駅駅,24,東京モノレール/昭和島駅駅,19,9,4,3,107000,7200,107000,0,1LDK,36.4
パレ・ドール蒲田II,東京都大田区蒲田１, ＪＲ京浜東北線/蒲田駅 歩5分 京急本線/京急蒲田駅 歩6分 東急池上線/蒲田駅 歩6分 ,ＪＲ京浜東北線/蒲田駅駅,5,京急本線/京急蒲田駅駅,6,東急池上線/蒲田駅駅,6,37,5,5,56000,4000,56000,56000,1K,16.8
パレ・ドール蒲田II,東京都大田区蒲田１, ＪＲ京浜東北線/蒲田駅 歩5分 京急本線/京急蒲田駅 歩6分 東急池上線/蒲田駅 歩6分 ,ＪＲ京浜東北線/蒲田駅駅,5,京急本線/京急蒲田駅駅,6,東急池上線/蒲田駅駅,6,37,5,3,58000,6000,58000,58000,1K,16.93
エル・ヴィーナ多摩川,東京都大田区下丸子１, 東急多摩川線/武蔵新田駅 歩3分 東急多摩川線/下丸子駅 歩11分 東急池上線/千鳥町駅 歩11分 ,東急多摩川線/武蔵新田駅駅,3,東急多摩川線/下丸子駅駅,11,東急池上線/千鳥町駅駅,11,35,4,3,54000,5000,0,0,1K,17.15
東急東横線 多摩川駅 3階建 築25年,東京都大田区田園調布１, 東急東横線/多摩川駅 歩11分 東急池上線/雪が谷大塚駅 歩8分 東急多摩川線/沼部駅 歩10分 ,東急東横線/多摩川駅駅,11,東急池上線/雪が谷大塚駅駅,8,東急多摩川線/沼部駅駅,10,25,3,3,75000,2000,75000,75000,1K,22.85
ベルメゾン芳苑,東京都大田区西糀谷３, 京急空港線/糀谷駅 歩5分 京急空港線/大鳥居駅 歩10分 京急空港線/京急蒲田駅 歩17分 ,京急空港線/糀谷駅駅,5,京急空港線/大鳥居駅駅,10,京急空港線/京急蒲田駅駅,17,29,3,3,68000,2000,68000,68000,ワンルーム,20.0
NEWRISE-２,東京都大田区大森東２, 京急本線/平和島駅 歩7分 京急本線/大森町駅 歩6分 ＪＲ京浜東北線/大森駅 歩25分 ,京急本線/平和島駅駅,7,京急本線/大森町駅駅,6,ＪＲ京浜東北線/大森駅駅,25,33,4,2,50000,5000,50000,50000,ワンルーム,20.98
NEWRISE-２,東京都大田区大森東２, 京急本線/平和島駅 歩7分 京急本線/大森町駅 歩6分 ＪＲ京浜東北線/大森駅 歩25分 ,京急本線/平和島駅駅,7,京急本線/大森町駅駅,6,ＪＲ京浜東北線/大森駅駅,25,33,4,4,50000,5000,75000,50000,1K,18.4
NEWRISE-２,東京都大田区大森東２, 京急本線/平和島駅 歩7分 京急本線/大森町駅 歩6分 ＪＲ京浜東北線/大森駅 歩25分 ,京急本線/平和島駅駅,7,京急本線/大森町駅駅,6,ＪＲ京浜東北線/大森駅駅,25,33,4,1,50000,5000,75000,50000,ワンルーム,17.39
NEWRISE-２,東京都大田区大森東２, 京急本線/平和島駅 歩7分 京急本線/大森町駅 歩6分 ＪＲ京浜東北線/大森駅 歩25分 ,京急本線/平和島駅駅,7,京急本線/大森町駅駅,6,ＪＲ京浜東北線/大森駅駅,25,33,4,4,50000,5000,75000,50000,ワンルーム,17.39
都営浅草線 西馬込駅 4階建 築16年,東京都大田区仲池上１, 都営浅草線/西馬込駅 歩17分 東急池上線/久が原駅 歩18分 東急池上線/御嶽山駅 歩17分 ,都営浅草線/西馬込駅駅,17,東急池上線/久が原駅駅,18,東急池上線/御嶽山駅駅,17,16,4,2,62000,10000,0,0,1K,21.6
都営浅草線 西馬込駅 4階建 築16年,東京都大田区仲池上１, 都営浅草線/西馬込駅 歩17分 東急池上線/久が原駅 歩18分 東急池上線/御嶽山駅 歩17分 ,都営浅草線/西馬込駅駅,17,東急池上線/久が原駅駅,18,東急池上線/御嶽山駅駅,17,16,4,2,59000,15000,0,0,1K,21.6
都営浅草線 西馬込駅 4階建 築16年,東京都大田区仲池上１, 都営浅草線/西馬込駅 歩17分 東急池上線/久が原駅 歩18分 東急池上線/御嶽山駅 歩17分 ,都営浅草線/西馬込駅駅,17,東急池上線/久が原駅駅,18,東急池上線/御嶽山駅駅,17,16,4,2,65000,10000,0,0,1K,21.6
都営浅草線 西馬込駅 4階建 築16年,東京都大田区仲池上１, 都営浅草線/西馬込駅 歩17分 東急池上線/久が原駅 歩18分 東急池上線/御嶽山駅 歩17分 ,都営浅草線/西馬込駅駅,17,東急池上線/久が原駅駅,18,東急池上線/御嶽山駅駅,17,16,4,2,67000,12000,67000,67000,1K,21.6
都営浅草線 西馬込駅 4階建 築16年,東京都大田区仲池上１, 都営浅草線/西馬込駅 歩17分 東急池上線/久が原駅 歩18分 東急池上線/御嶽山駅 歩17分 ,都営浅草線/西馬込駅駅,17,東急池上線/久が原駅駅,18,東急池上線/御嶽山駅駅,17,16,4,2,69000,10000,0,69000,1K,21.6
都営浅草線 西馬込駅 4階建 築16年,東京都大田区仲池上１, 都営浅草線/西馬込駅 歩17分 東急池上線/久が原駅 歩18分 東急池上線/御嶽山駅 歩17分 ,都営浅草線/西馬込駅駅,17,東急池上線/久が原駅駅,18,東急池上線/御嶽山駅駅,17,16,4,4,124000,11000,0,0,1LDK,42.2
リエス馬込,東京都大田区中馬込１, 都営浅草線/馬込駅 歩8分 東急大井町線/荏原町駅 歩14分 東急池上線/旗の台駅 歩17分 ,都営浅草線/馬込駅駅,8,東急大井町線/荏原町駅駅,14,東急池上線/旗の台駅駅,17,39,4,2,79000,0,0,0,ワンルーム,21.26
洗足池パインマンション,東京都大田区上池台２, 東急池上線/洗足池駅 歩4分 東急池上線/長原駅 歩10分 東急大井町線/北千束駅 歩15分 ,東急池上線/洗足池駅駅,4,東急池上線/長原駅駅,10,東急大井町線/北千束駅駅,15,36,3,1,65000,0,65000,65000,1K,23.0
ライオンズマンション蒲田第３,東京都大田区蒲田５, ＪＲ京浜東北線/蒲田駅 歩6分 京急本線/京急蒲田駅 歩8分 京急本線/梅屋敷駅 歩13分 ,ＪＲ京浜東北線/蒲田駅駅,6,京急本線/京急蒲田駅駅,8,京急本線/梅屋敷駅駅,13,35,8,5,65000,5000,65000,32500,ワンルーム,16.38
ホームポートマンション,東京都大田区北馬込２, 都営浅草線/馬込駅 歩7分 東急大井町線/荏原町駅 歩8分 東急大井町線/中延駅 歩12分 ,都営浅草線/馬込駅駅,7,東急大井町線/荏原町駅駅,8,東急大井町線/中延駅駅,12,32,4,1,64000,0,64000,0,ワンルーム,20.96
東急多摩川線 下丸子駅 3階建 築34年,東京都大田区下丸子１, 東急多摩川線/下丸子駅 歩4分 東急多摩川線/武蔵新田駅 歩5分 東急池上線/千鳥町駅 歩11分 ,東急多摩川線/下丸子駅駅,4,東急多摩川線/武蔵新田駅駅,5,東急池上線/千鳥町駅駅,11,34,3,1,55000,4000,110000,0,1K,15.02
セレニティ久が原,東京都大田区久が原５, 東急池上線/池上駅 歩13分 東急池上線/千鳥町駅 歩17分 都営浅草線/西馬込駅 歩15分 ,東急池上線/池上駅駅,13,東急池上線/千鳥町駅駅,17,都営浅草線/西馬込駅駅,15,16,2,6,90000,10000,90000,90000,ワンルーム,33.51
都営浅草線 馬込駅 4階建 築32年,東京都大田区中馬込１, 都営浅草線/馬込駅 歩10分 東急池上線/長原駅 歩14分 東急大井町線/荏原町駅 歩15分 ,都営浅草線/馬込駅駅,10,東急池上線/長原駅駅,14,東急大井町線/荏原町駅駅,15,32,4,3,50000,10000,0,0,1K,18.08
都営浅草線 馬込駅 4階建 築32年,東京都大田区中馬込１, 都営浅草線/馬込駅 歩10分 東急池上線/長原駅 歩14分 東急大井町線/荏原町駅 歩15分 ,都営浅草線/馬込駅駅,10,東急池上線/長原駅駅,14,東急大井町線/荏原町駅駅,15,32,4,3,57000,5000,0,0,1K,18.2
都営浅草線 馬込駅 4階建 築32年,東京都大田区中馬込１, 都営浅草線/馬込駅 歩10分 東急池上線/長原駅 歩14分 東急大井町線/荏原町駅 歩15分 ,都営浅草線/馬込駅駅,10,東急池上線/長原駅駅,14,東急大井町線/荏原町駅駅,15,32,4,2,58000,5000,0,0,1K,18.2
シティライブ多摩川,東京都大田区西六郷４, 京急本線/六郷土手駅 歩3分 京急本線/雑色駅 歩19分 京急大師線/港町駅 歩16分 ,京急本線/六郷土手駅駅,3,京急本線/雑色駅駅,19,京急大師線/港町駅駅,16,29,6,2,56000,3000,0,56000,ワンルーム,19.88
シティライブ多摩川,東京都大田区西六郷４, 京急本線/六郷土手駅 歩3分 京急本線/雑色駅 歩19分 京急大師線/港町駅 歩16分 ,京急本線/六郷土手駅駅,3,京急本線/雑色駅駅,19,京急大師線/港町駅駅,16,29,6,4,57000,5000,57000,57000,1K,19.88
シティライブ多摩川,東京都大田区西六郷４, 京急本線/六郷土手駅 歩3分 京急本線/雑色駅 歩19分 京急大師線/港町駅 歩16分 ,京急本線/六郷土手駅駅,3,京急本線/雑色駅駅,19,京急大師線/港町駅駅,16,29,6,2,59000,3000,0,59000,1K,19.88
シティライブ多摩川,東京都大田区西六郷４, 京急本線/六郷土手駅 歩3分 京急本線/雑色駅 歩19分 京急大師線/港町駅 歩16分 ,京急本線/六郷土手駅駅,3,京急本線/雑色駅駅,19,京急大師線/港町駅駅,16,29,6,6,55000,8000,55000,0,1K,19.88
シティライブ多摩川,東京都大田区西六郷４, 京急本線/六郷土手駅 歩3分 京急本線/雑色駅 歩19分 京急大師線/港町駅 歩16分 ,京急本線/六郷土手駅駅,3,京急本線/雑色駅駅,19,京急大師線/港町駅駅,16,29,6,3,58000,5000,58000,58000,1K,19.88
シティライブ多摩川,東京都大田区西六郷４, 京急本線/六郷土手駅 歩3分 京急本線/雑色駅 歩19分 京急大師線/港町駅 歩16分 ,京急本線/六郷土手駅駅,3,京急本線/雑色駅駅,19,京急大師線/港町駅駅,16,29,6,3,57000,7000,0,0,1K,19.88
ユニティーポイントII,東京都大田区上池台２, 東急池上線/洗足池駅 歩4分 東急大井町線/旗の台駅 歩18分 東急大井町線/大岡山駅 歩19分 ,東急池上線/洗足池駅駅,4,東急大井町線/旗の台駅駅,18,東急大井町線/大岡山駅駅,19,35,4,2,83000,2000,83000,83000,ワンルーム,24.85
ハイブリッジ１５,東京都大田区本羽田３, 京急空港線/大鳥居駅 歩5分 京急空港線/穴守稲荷駅 歩13分 京急空港線/天空橋駅 歩21分 ,京急空港線/大鳥居駅駅,5,京急空港線/穴守稲荷駅駅,13,京急空港線/天空橋駅駅,21,36,6,1,56000,0,56000,56000,1K,18.0
ハイブリッジ１５,東京都大田区本羽田３, 京急空港線/大鳥居駅 歩5分 京急空港線/穴守稲荷駅 歩13分 京急空港線/天空橋駅 歩21分 ,京急空港線/大鳥居駅駅,5,京急空港線/穴守稲荷駅駅,13,京急空港線/天空橋駅駅,21,36,6,5,89000,6000,89000,89000,2DK,38.88
ハイブリッジ１５,東京都大田区本羽田３, 京急空港線/大鳥居駅 歩5分 京急空港線/穴守稲荷駅 歩13分 京急空港線/天空橋駅 歩21分 ,京急空港線/大鳥居駅駅,5,京急空港線/穴守稲荷駅駅,13,京急空港線/天空橋駅駅,21,36,6,3,100000,6000,100000,100000,ワンルーム,38.88
ジュネス北嶺,東京都大田区北嶺町, 東急池上線/御嶽山駅 歩1分 東急池上線/久が原駅 歩9分 東急池上線/雪が谷大塚駅 歩10分 ,東急池上線/御嶽山駅駅,1,東急池上線/久が原駅駅,9,東急池上線/雪が谷大塚駅駅,10,32,4,3,78000,0,78000,78000,ワンルーム,26.47
ジュネス北嶺,東京都大田区北嶺町, 東急池上線/御嶽山駅 歩1分 東急池上線/久が原駅 歩9分 東急池上線/雪が谷大塚駅 歩10分 ,東急池上線/御嶽山駅駅,1,東急池上線/久が原駅駅,9,東急池上線/雪が谷大塚駅駅,10,32,4,2,78000,0,78000,78000,ワンルーム,26.4
モカネスト久が原,東京都大田区久が原２, 都営浅草線/西馬込駅 歩14分 東急池上線/千鳥町駅 歩21分 東急多摩川線/武蔵新田駅 歩27分 ,都営浅草線/西馬込駅駅,14,東急池上線/千鳥町駅駅,21,東急多摩川線/武蔵新田駅駅,27,23,7,1,68000,8000,0,0,1K,24.78
湯建大森北ビルI,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩12分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,12,京急本線/平和島駅駅,18,52,5,4,97000,3000,97000,97000,1DK,33.0
湯建大森北ビルI,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩12分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,12,京急本線/平和島駅駅,18,52,5,2,97000,3000,97000,97000,1DK,33.0
日神パレス平和島,東京都大田区大森本町１, 京急本線/平和島駅 歩8分 京急本線/大森海岸駅 歩10分 ＪＲ京浜東北線/大森駅 歩20分 ,京急本線/平和島駅駅,8,京急本線/大森海岸駅駅,10,ＪＲ京浜東北線/大森駅駅,20,36,11,8,56000,5000,56000,56000,ワンルーム,18.0
日神パレス平和島,東京都大田区大森本町１, 京急本線/平和島駅 歩8分 京急本線/大森海岸駅 歩10分 ＪＲ京浜東北線/大森駅 歩20分 ,京急本線/平和島駅駅,8,京急本線/大森海岸駅駅,10,ＪＲ京浜東北線/大森駅駅,20,36,11,9,58000,3000,58000,0,ワンルーム,16.8
ライオンズマンション大森北,東京都大田区大森北３, ＪＲ京浜東北線/大森駅 歩9分 京急本線/大森海岸駅 歩9分  ,ＪＲ京浜東北線/大森駅駅,9,京急本線/大森海岸駅駅,9,,0,33,10,4,52000,8000,0,0,ワンルーム,17.94
ライオンズマンション大森北,東京都大田区大森北３, ＪＲ京浜東北線/大森駅 歩9分 京急本線/大森海岸駅 歩9分  ,ＪＲ京浜東北線/大森駅駅,9,京急本線/大森海岸駅駅,9,,0,33,10,6,59000,3000,59000,59000,1K,17.94
ライオンズマンション大森北,東京都大田区大森北３, ＪＲ京浜東北線/大森駅 歩9分 京急本線/大森海岸駅 歩9分  ,ＪＲ京浜東北線/大森駅駅,9,京急本線/大森海岸駅駅,9,,0,33,10,6,60000,8000,60000,60000,ワンルーム,17.94
ライオンズマンション大森北,東京都大田区大森北３, ＪＲ京浜東北線/大森駅 歩9分 京急本線/大森海岸駅 歩9分  ,ＪＲ京浜東北線/大森駅駅,9,京急本線/大森海岸駅駅,9,,0,33,10,8,78000,3000,78000,39000,ワンルーム,17.94
京急本線 大森町駅 4階建 築34年,東京都大田区大森南３, 京急本線/大森町駅 歩18分 京急本線/梅屋敷駅 歩18分 東京モノレール/昭和島駅 歩13分 ,京急本線/大森町駅駅,18,京急本線/梅屋敷駅駅,18,東京モノレール/昭和島駅駅,13,34,4,2,102000,3000,102000,0,2DK,44.55
京急本線 大森町駅 4階建 築34年,東京都大田区大森南３, 京急本線/大森町駅 歩18分 京急本線/梅屋敷駅 歩18分 東京モノレール/昭和島駅 歩13分 ,京急本線/大森町駅駅,18,京急本線/梅屋敷駅駅,18,東京モノレール/昭和島駅駅,13,34,4,3,102000,3000,102000,0,2DK,44.55
京急本線 大森町駅 4階建 築34年,東京都大田区大森南３, 京急本線/大森町駅 歩18分 京急本線/梅屋敷駅 歩18分 東京モノレール/昭和島駅 歩13分 ,京急本線/大森町駅駅,18,京急本線/梅屋敷駅駅,18,東京モノレール/昭和島駅駅,13,34,4,3,102000,3000,102000,0,2DK,43.34
京急本線 京急蒲田駅 3階建 築26年,東京都大田区南蒲田３, 京急本線/京急蒲田駅 歩13分 京急空港線/糀谷駅 歩6分 京急本線/雑色駅 歩18分 ,京急本線/京急蒲田駅駅,13,京急空港線/糀谷駅駅,6,京急本線/雑色駅駅,18,26,3,3,70000,0,70000,35000,1K,20.57
メインステージ大森町駅前,東京都大田区大森西３, 京急本線/大森町駅 歩2分 京急本線/平和島駅 歩9分  ,京急本線/大森町駅駅,2,京急本線/平和島駅駅,9,,0,29,8,3,55000,5000,55000,0,ワンルーム,17.43
メインステージ大森町駅前,東京都大田区大森西３, 京急本線/大森町駅 歩2分 京急本線/平和島駅 歩9分  ,京急本線/大森町駅駅,2,京急本線/平和島駅駅,9,,0,29,8,8,70000,11000,0,70000,ワンルーム,19.22
都営浅草線 馬込駅 4階建 築31年,東京都大田区中馬込２, 都営浅草線/馬込駅 歩3分 東急大井町線/荏原町駅 歩14分 東急大井町線/中延駅 歩18分 ,都営浅草線/馬込駅駅,3,東急大井町線/荏原町駅駅,14,東急大井町線/中延駅駅,18,31,4,2,49000,6000,0,0,1K,17.1
都営浅草線 馬込駅 4階建 築31年,東京都大田区中馬込２, 都営浅草線/馬込駅 歩3分 東急大井町線/荏原町駅 歩14分 東急大井町線/中延駅 歩18分 ,都営浅草線/馬込駅駅,3,東急大井町線/荏原町駅駅,14,東急大井町線/中延駅駅,18,31,4,4,50000,10000,0,0,ワンルーム,19.7
ラ・ティエラ,東京都大田区東雪谷５, 東急池上線/石川台駅 歩12分 東急池上線/洗足池駅 歩13分 東急目黒線/大岡山駅 歩25分 ,東急池上線/石川台駅駅,12,東急池上線/洗足池駅駅,13,東急目黒線/大岡山駅駅,25,32,3,3,76000,2500,76000,76000,1K,23.7
マイステ－ジ田園調布,東京都大田区田園調布本町, 東急池上線/雪が谷大塚駅 歩8分 東急多摩川線/沼部駅 歩8分 東急東横線/多摩川駅 歩13分 ,東急池上線/雪が谷大塚駅駅,8,東急多摩川線/沼部駅駅,8,東急東横線/多摩川駅駅,13,31,4,3,49000,9000,0,49000,ワンルーム,16.0
シャトレ山王ビル,東京都大田区山王４, ＪＲ京浜東北線/大森駅 歩12分 都営浅草線/馬込駅 歩13分 都営浅草線/西馬込駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,12,都営浅草線/馬込駅駅,13,都営浅草線/西馬込駅駅,18,35,5,2,93000,3000,93000,0,1DK,35.4
サニークレスト蒲田,東京都大田区西蒲田５, ＪＲ京浜東北線/蒲田駅 歩3分 東急池上線/蒲田駅 歩3分 東急多摩川線/蒲田駅 歩3分 ,ＪＲ京浜東北線/蒲田駅駅,3,東急池上線/蒲田駅駅,3,東急多摩川線/蒲田駅駅,3,37,7,6,69500,0,69500,69500,1K,24.75
樫山ビル若葉荘,東京都大田区池上３, 東急池上線/池上駅 歩7分 東急多摩川線/武蔵新田駅 歩16分 都営浅草線/西馬込駅 歩17分 ,東急池上線/池上駅駅,7,東急多摩川線/武蔵新田駅駅,16,都営浅草線/西馬込駅駅,17,47,4,1,68000,5000,0,0,ワンルーム,40.0
エクレール南馬込,東京都大田区南馬込６, 都営浅草線/西馬込駅 歩9分 都営浅草線/馬込駅 歩20分 東急池上線/池上駅 歩22分 ,都営浅草線/西馬込駅駅,9,都営浅草線/馬込駅駅,20,東急池上線/池上駅駅,22,33,4,3,52000,4000,0,0,ワンルーム,17.12
